id,target
155758,4679940.812048078
190393,5232967.47992301
231050,603883.9029299021
201122,1669303.553272307
59267,91948.63687169552
262487,6036561.705808401
188582,3298713.5624200106
131814,693522.0554597974
73949,4737833.18574363
154308,4524868.690282047
167194,623822.1717392802
277393,3613203.460944295
196835,2146716.251480818
91690,3188097.7385346293
162086,3419617.4407396317
231058,2082973.1412909627
54120,5202209.402767181
247858,4841394.13504535
98092,1820650.616101563
271915,2922000.6835956573
44677,237763.0800086856
56078,1853294.038384378
129375,2072627.6772854328
133361,5242282.594337046
85866,1823985.2807762027
191559,702454.7892062068
218728,1598181.314287722
208771,3296066.5837684274
109195,1042393.4545812011
39549,4314536.901850343
169828,2169969.955577135
57416,1586511.4705266356
33193,4851426.346156597
173865,4251394.488896489
50919,3390429.752113998
108504,2847553.524913192
72963,2347039.4392752647
270712,2224269.92166692
63504,2741103.359156668
26896,2776940.7077278495
261152,1362303.825481832
8838,583932.8586908579
16064,2528313.1112540364
107661,3667144.5700924993
130161,3175462.5886186957
179573,1595072.1347714663
116121,1663698.9048689604
32234,335479.7503480911
191736,1935711.5731777549
57456,1302867.8639386892
160502,2458496.0105708838
215795,2732260.165638745
126714,3485952.1156781316
173047,1564155.8719946742
97726,2893072.141380012
193811,2051797.9070643187
17156,1508514.1618822813
71055,657615.6383814216
193990,2829467.857769072
52059,1009557.3550158143
274757,3429221.2160001397
1558,5749815.979934394
253081,918373.1739763618
181909,3634973.8621406555
145269,1675936.455769062
186660,4256316.806860566
6479,1586584.8235533834
249414,753515.6525349021
43182,1042113.9567030668
248529,3506278.5052699447
125724,2961035.875393033
214268,2542933.510331869
270767,1202790.345669508
141103,3384219.612588167
292203,5926632.867305279
62008,1515974.6656742692
89122,2253180.274167776
47736,5927002.722587526
222505,4476025.4615722895
29628,1476611.5247628689
202216,1562345.3457246423
194828,1395424.8258630633
18649,1726388.0482848287
199020,3012205.0414326787
111554,1200641.4171782732
244687,4809865.517699957
230919,4079964.651157856
42397,3179209.663555026
221946,4530559.380437732
168390,1905628.8427125812
175576,2762371.4309502244
153541,527523.591313839
74055,3340051.054994583
233828,4150416.6959335804
131312,484886.3022518754
224154,4308744.8799824715
266743,871391.0929917097
15594,2823167.3312985897
227419,1946404.9332748055
115531,1745179.6644411087
12282,512162.0575312972
21847,1865579.182085216
86772,383817.36312133074
193139,2454336.934135914
100472,1962003.3214936256
177774,4285718.506449103
224462,3417666.6664533615
255020,2082096.5905757546
140852,3521089.077140093
6484,2989832.700786829
97191,5211154.388393879
218796,4301818.4330019355
146934,1062005.0652711391
183990,3178429.6580806375
150347,3902290.1073801517
291295,3824341.6080468297
175531,2647554.076092422
80284,3595504.034611106
64297,2499394.136087775
221587,1518294.1042867303
145984,4790295.574081004
266813,784878.4524049163
53725,3213144.2405362725
171137,915591.1770831943
212764,606503.9214878678
30683,2103971.6316752434
204086,1528203.0239644647
78594,5667731.921159744
162787,2499810.864456713
212279,1836071.616552472
33141,850806.6501171589
13870,3999598.8008063436
205831,4746518.343222082
285806,3633610.9449718
13820,1290580.435838163
198918,1739381.1649633646
165989,3818519.9503306746
81377,2426437.67332983
149867,948993.7034955025
192119,763145.4298803806
180210,810458.7365916967
147051,3216919.3233119845
127638,5063420.750916719
291867,2908004.8269553185
178582,4258592.231031358
127544,2424661.8442096114
235717,3110498.7551181316
171723,1628302.7776184082
161574,1261491.8731907606
75409,1951352.8844550848
90035,2469859.8201320767
42840,1133552.341786027
8581,4688834.2971458435
13664,5423555.182868719
247464,1246757.6198232174
96424,2516242.0550813675
194898,3963986.4370435476
283532,2789137.150994718
69531,3123056.289845407
237884,2115077.608525574
261893,2444951.023473382
150376,494491.90852975845
182443,2765858.7258835435
224406,4165821.5006909966
171332,2162959.0244302154
140442,1450902.354231894
154939,1682783.1168841124
131259,5014282.665652871
162293,861559.8683269024
292709,2378285.243398726
264845,4572131.550548255
166131,4356767.64245677
132328,1432371.6223377585
208063,3338235.9329530597
48322,5939495.15660423
16624,219265.08241832256
4734,1367429.6276302338
189590,4036423.0046720505
101739,891936.0521963835
111000,1680413.6146268845
198444,777187.7761716247
16638,2452068.2766123414
55638,4039997.0294380784
258788,2138237.006212473
238820,1898972.6717977524
115603,838950.7383778691
246939,4207969.221484184
191530,647258.2885866761
11213,3912528.224406004
27388,3796694.977589965
229061,3922234.021603346
251977,1364539.945517242
23366,1600409.5699095726
10057,4808823.903257132
112593,4323338.580793917
268565,1232529.5805533528
157455,5339653.743944049
59187,1251810.8009886146
70372,5759013.556221843
126007,1053310.6484854817
197380,1450331.49207592
271738,4269789.991856515
194635,3150453.3827281594
165242,2303340.87770766
47838,2085982.45447433
29771,933226.6105363965
257199,635542.8782322407
61814,3959723.7681206465
208348,3071006.3487489223
191265,3071190.2128454447
2157,3794748.4012314677
188784,505559.038320899
95787,1242033.6961573958
238436,2499584.88723284
239163,1571106.892687261
295072,2113746.2114123106
104338,4612960.13388741
291607,1195845.5126111507
21708,3707805.2427699566
143149,1921876.5681078434
137148,3863907.086835444
78780,1575834.2858282328
92536,2376419.247203827
271294,877821.961742878
79847,3828732.1589078307
274306,763587.6284654737
153714,761877.1147589087
117114,2183458.6865981817
295580,2676718.542773545
153341,1850542.3454144597
242231,864369.3722603917
17420,4648243.711286008
52376,934870.7485602498
71440,537519.6810273528
254000,3900183.303576708
199108,2065743.0219669342
146464,4413629.731520891
154057,2955193.4535503983
276394,2897053.477218449
106502,4093545.255959749
84374,1399576.8381656408
253180,1979750.0011164546
236365,1181323.888648808
182279,2794756.4262598157
221109,4201833.938376725
289706,1362719.6422126293
291438,2160863.7651568055
71066,3791615.8040694
122789,5272688.674082398
194910,3432885.5965572
145391,3821549.0301620364
199164,2193204.0055621266
266382,734684.3540323973
271414,1218151.524897039
167801,4317877.968366027
61371,2282539.264796376
228790,1491001.5711101294
290878,4773330.291296482
144980,1003412.1220673323
119483,2030227.0144370794
18604,1700402.3946356177
138393,2162923.615090668
83163,4815245.693096042
77727,3034073.070132673
224928,2646272.109920442
28596,2335054.2277612686
157996,3682804.95825845
108954,2579558.920074463
200857,4120204.6436477304
72173,779175.467635572
106183,2093792.3423512578
12328,1210333.233641684
264481,3378595.1921873093
96134,1632486.9756679535
129425,1283368.9418979287
80441,2169125.0463973284
260522,2685605.8190445304
72154,1003581.9442939758
93234,1977581.5179883242
58502,3361085.3956254125
277308,1894816.0194482803
151009,675331.2842339873
90763,804851.8341488242
275585,360924.06233394146
77424,1305140.8945178986
50947,519767.4532313347
86003,4212215.583410203
202926,2505382.813057065
52894,4422364.442691863
152519,3739878.963771045
145898,1832615.7924712896
133627,2624128.419837117
113025,246353.86114811897
216655,2018105.8008947968
173878,3317624.418637395
73954,3129874.9557002783
257397,717994.6933646798
103663,3434833.0960710645
281910,1731240.888753593
104079,1865485.2509436011
83563,1157269.105138898
28436,2408215.3726080656
206395,1285044.0089313984
239720,2283986.190400541
35659,537690.7048332691
267856,3575884.3911477923
25953,1539655.1526644826
108843,1608855.8717330694
50565,3312026.231368184
241574,1401594.85409832
214651,1275629.7507368922
14904,3263694.9719108343
142217,3948433.698995471
53741,1939057.0220561028
17917,1509766.585892558
46527,789858.5906156301
254258,2357652.6435661316
117732,2739280.7604632974
84721,1799205.588224709
283229,1793203.456316471
174501,2568453.8032054305
122944,1158384.9348948598
1934,762367.1132579446
275793,920487.5648652315
123228,2467706.884296179
24600,4870995.650724769
230991,2424420.0900443196
56772,1534286.937978804
147503,2711509.812613189
85741,391315.33425563574
69716,2841778.0843313336
264260,3118787.225273967
65737,426257.26632493734
99254,1926497.1188637018
223411,4400727.594915688
116646,1660945.7712307572
75954,1953137.8787118793
125531,2182921.056750357
236312,3849311.491568446
76948,5069177.966570914
145527,4275463.243000686
164479,3276037.742107749
282478,2202309.3709053397
110104,1444253.7257063985
276716,1781594.751487255
21142,5254365.082410395
151238,502299.4258045554
286033,4812738.34355557
94009,-10775.139720141888
109338,2633347.434124589
148928,568557.943823874
286038,4724378.4254309535
29163,2265876.3841118217
202367,1594797.787264526
37813,4930503.9042669535
55174,1369986.4024639726
113507,1679998.1438375115
200332,4022027.314726591
273190,3029635.763227701
242354,3241716.4138760567
93315,757520.5074804425
265463,3223213.8764200807
290432,1119746.4912424088
237127,1413174.7978829741
92371,1552737.6513269544
32067,3041200.9476113915
153031,2564843.0614961386
211606,1327189.5921247602
224439,2418810.8059656024
12783,1992524.3269156218
281291,-72994.17440479994
281984,1466196.3835951686
265609,765090.3152474761
230594,698571.8316217065
22981,4140401.6257520914
68319,48290.00368595123
11283,3595191.6951795816
32854,2078063.1936035752
190653,319812.192052722
154922,5757494.915997803
197081,289074.8503655195
128025,1139220.880793035
91677,1580815.2959079146
136087,3713307.890221119
182705,1175834.8332391381
279387,1008832.1419920325
4956,2116456.635834515
157145,2427068.8296465874
48688,1875257.0825570822
249114,561643.2754101753
56226,4422394.244902909
36312,975902.1427615881
105698,2386896.193210125
229007,4138050.003489375
176855,1571037.78494215
22354,1130316.2907623649
207970,1630305.2337485552
297214,2896433.99036777
135511,3350993.710654795
260469,4561860.436664939
293208,1761338.0538741946
134761,1055425.471382141
272312,1425968.434740305
145389,559886.6072874069
32197,2694603.887976408
186084,2401571.0395026207
271387,1052245.669514954
132995,1062747.265414238
192595,1031493.3675046563
290210,667665.8665710092
83443,349715.01944446564
124860,2845252.0113765597
7705,3279281.906134188
260422,2276483.52371943
181743,3632062.1755743027
290212,1987975.766678393
9061,3923503.885526538
21022,5219221.672405779
292036,1190264.1397538185
205024,4799443.672562599
255239,1841185.6369205117
55356,538733.8880612254
40148,3979476.502692282
262338,3469081.407870829
157872,2175287.98792392
4086,1080936.835473597
1708,3210602.9559159875
199518,-93103.58144301176
278815,3322737.5686457157
295018,3247251.4788379073
118980,2189790.334555149
122442,3588170.241355717
247466,1099010.022151351
253410,3033410.997360766
238889,5538029.603349745
196664,1096317.9688974023
290464,2070051.527050376
193963,2761074.914766848
7875,3888311.5073176622
98708,3786750.719594419
119110,3254894.0894298553
138008,2536314.712646663
12951,1515830.322015345
192497,3329405.2372329235
163408,1203585.663901329
261640,2427623.6899076104
6869,2011408.3359153867
165580,3349748.9226081967
136767,394153.93858647346
225731,2545957.1772221923
3022,695208.9610908031
196076,350484.846644938
234587,1284106.9658289552
66309,2806856.8480927944
57974,2575765.641180575
140097,212744.1309581399
32336,4388662.445762873
60783,577870.6807465553
230910,2589699.2231811285
26786,2351633.0684362054
138068,2073154.2302643657
180764,3759971.1810265183
219326,2833358.8872463107
231866,2358194.8005939126
67828,628833.9415576458
204206,3071583.94304353
37390,2849461.583185971
37186,2083796.948143065
84334,3288036.9380200505
71283,931598.5261700153
148429,3530251.107602954
7614,3953277.6421934366
140256,3426510.2250174284
41175,943680.828887701
204658,1095959.013319552
254,1824736.6487368345
291739,4037775.1364435554
78120,4120582.9606126547
243905,2245313.992972672
100629,3447407.150862813
10320,1763631.754012227
39112,3509486.0464000106
165420,1604348.4785517454
79869,1588772.3725787401
40303,3220649.5628573895
44931,-38524.12684482336
183655,5083666.742539883
275748,959132.8808204532
244053,2824346.7630594373
112183,1127767.7746213675
23550,1164550.4713369012
167445,1002726.319681108
47663,1260454.0381929278
233486,1019712.7612504363
214669,3086828.7085101604
193840,5275367.226531386
237418,3383702.4511638284
178557,684378.7184580564
261996,2005386.239046216
197206,2050826.6364505887
14423,1471280.8407940269
217456,2269483.6880030036
3491,693823.5134160519
85439,3686623.8851068616
172233,1043212.1781975031
116132,3517853.2813082337
144546,5851196.356512129
208036,1903929.181199789
242688,2122967.6248241663
168749,4756546.122557998
69768,377596.4920267463
136620,2171492.6956872344
296697,5410747.973341703
155710,33513.22515773773
260326,2570582.387203157
72034,1534556.194254458
282627,2102289.6050683856
205225,1949994.821870923
257409,557631.19053334
294246,4032778.4705459476
121044,5076736.740347564
293316,757127.1502372622
40795,165613.83038556576
204324,3694862.120512724
18386,5583023.472856939
229140,1600429.8542759418
50559,2392676.2402439117
99134,1968609.2600207925
147027,1236509.5664012432
49,1760092.2800266147
283905,2194286.680274725
134705,3340931.2139403224
99117,1490189.1458921432
99095,1416669.3773784637
155252,912011.6416059136
254189,2678011.5533816814
291695,2247000.3560518026
103503,2897234.6614689827
126176,3456944.0161729455
56197,2070262.557585299
232602,2083790.4069241881
176023,344701.49321067333
297580,1798397.8305328488
19701,3043349.195284307
246188,1195021.166642189
199493,2462781.0287804604
186419,5597626.790044427
229402,757829.2180672288
158343,2781379.4561358094
179257,2690701.9314615726
142785,1975256.418424666
264280,693654.8414273858
73884,2743665.365473628
183130,3352823.502161026
20963,1422205.1684164405
189828,1647509.771919191
294413,865789.0092856884
130633,2491635.3449116945
245740,1788743.066705227
289680,965640.2681267858
7411,2047637.054645121
92893,3971579.396297753
257980,2603105.2626845837
99474,1224113.9002762437
233340,822505.5308185816
153240,715422.9243596196
214630,4325331.529661417
92817,3035023.298775673
221699,3660340.3173437715
84497,2308805.6845217943
7299,4718907.547160029
79997,675732.3217061758
11546,1362045.3009009957
289616,2509313.6124237776
241580,3403672.362231493
174983,2720742.5960944295
165383,1202380.7301953435
214886,477509.2008278966
272546,4172978.1322152615
90310,314793.1995074153
134340,4817409.65594238
61470,1550341.9497745633
187438,4344030.577222824
5863,959393.610229373
39768,2069549.4334949255
8139,385431.6942383647
51750,4186960.295240581
177439,1599801.8552747369
203052,1920913.2162567377
154369,1095619.9159523249
238730,2960687.017098546
214071,3147088.723227024
276168,3929426.856360376
195587,1402057.18007797
233106,2896370.0652012825
21793,1920699.609027028
178749,1947363.4877568483
31118,1627243.4312246442
64773,5144295.561771512
31621,635402.1270929575
103337,4612007.979554653
200409,2092718.9835788012
184920,1419491.1611658335
157342,1282736.149865687
189250,4086996.0614781976
114062,3045491.8475985527
142365,2006844.2060999274
126890,1912972.916393876
83842,4521397.777355909
50057,4215017.162251532
289868,2263667.365121901
193503,3601809.001427114
227457,2965972.1663698554
72869,2772165.9790071845
159872,903226.4567910433
245879,2481393.4224272966
115807,1700440.7423359752
95085,3650761.7765802145
17638,1490948.013008356
146319,1275450.40282768
116428,2520118.629946947
210919,5073455.710472643
70784,4883471.9327581525
114704,2559787.0859135985
47739,1544766.420567453
24542,2632492.858425796
175423,702934.3417788148
132836,879184.0441864133
198167,2354620.492121041
24662,3531876.509975672
72790,2079811.3046114445
217198,4309324.936829507
285096,1773589.8985350132
132313,856771.7957519889
35962,3273285.406006813
4087,1665346.269330144
9163,1829232.173240602
158831,3951676.206571877
240408,959476.599273622
3410,3687179.982378125
70579,2168984.3025771976
168261,43316.46829646826
149658,3059552.9114474654
263064,3739145.630723417
199838,3430364.6875909567
185052,3107697.6957045197
111380,2807308.033321142
235727,5434484.463660955
25176,4608686.721813381
143527,543843.1388524771
14237,2069005.8347181082
194518,2465416.358728111
74547,2182218.0500236154
17024,1009696.334032476
242415,3193316.3028280735
247158,3342950.2203929424
89480,2522694.150407672
185957,797428.3722651601
294163,1281031.956812799
29479,316126.5199904442
244411,2504063.0680472255
245712,860050.4429266453
119542,551028.3035719991
83105,2417293.4845374823
169980,2028993.2744603753
271769,3594564.343708217
269409,3708369.954632461
249760,3429261.6075977683
32693,3088921.507045865
287963,5722838.884386063
202077,4669910.120566785
211884,1578882.6902039647
231947,2078767.0889495611
87646,2311055.626303315
10182,4293831.030215859
61752,3041878.5802006125
164058,465911.3051568866
36716,1636428.153015256
208607,2615173.3833212256
117087,549617.2700639963
41455,1029062.8821763396
122144,4064351.9606996775
69674,4224722.927225709
87198,2144464.3670176268
273355,1305122.5761225224
168485,2529826.5812601447
265248,4973399.798980296
167075,4808727.070322096
227366,2942153.8305085897
88082,-122606.8538236022
203409,6151206.657713771
252813,2392955.452001691
286030,2027625.905999422
241223,639178.3194575906
100594,3652684.6036043763
110792,3310879.2871946096
159531,2094180.1326307058
18683,2846069.51124537
290868,2467047.931586623
103757,616681.7452015877
235942,1228139.9225375652
155018,1584666.9995579123
80968,669639.0312165618
259699,5183116.692066133
32123,2518350.872475505
152368,4203091.621619165
138857,4482375.584919214
210613,894650.9289631844
262089,2923907.423029244
123381,660485.1270841956
106531,3061911.0301499963
203230,562711.1731860042
118793,1038856.7096321583
294620,916905.2428076267
256608,4151124.649374962
194213,1634942.2919380665
74895,2191747.916615188
201525,4997339.697457969
213744,3957587.7426199913
294449,3827164.3485060334
179805,184354.0083926916
193188,2844406.384031594
143526,1373087.8594505787
26718,3340905.412926793
93208,313128.43391144276
61427,4419154.080084085
298591,3636320.902229905
183136,4353778.744847119
120464,2346772.8485881686
127683,1599638.5932695866
257943,992632.2460448742
89085,4479474.803354859
96839,2126502.1396874785
218578,303635.9305835366
162362,2046262.9649595022
232929,3505245.813381493
111250,3939958.2176985145
154981,7028738.503774226
6226,1338370.1834423542
200237,1746084.012487352
220029,741067.1817648411
246042,2534584.4193169475
28201,1272189.9508997202
267632,481206.218714118
267149,3321359.064510405
241076,3224118.9523597956
18045,1827365.2292197347
254761,3570036.6561938524
402,3792957.129998088
118729,2577596.4205441475
41324,3383793.713009298
214781,5442284.406748295
148179,919287.3734653592
71720,5333738.491893828
168845,2237689.0407953262
23242,3221581.492052138
277485,44223.19185042381
82903,3130725.2599207163
50306,4365080.750807881
261470,2076044.8608903885
28793,2135707.307183683
21240,1847453.3181521893
4606,1946599.3882682323
193462,3133832.434261501
166301,2846907.632740617
38559,2512270.3101313114
214254,4323082.19324553
28330,4197397.796734929
12391,5187462.885805726
10847,3467949.382915139
12209,3524323.8163493276
210318,731848.5367500782
261623,960131.6034883857
167479,2942884.0181607604
95401,4244124.275342345
38683,2471152.4113844037
191281,2311001.2013427615
20073,4306934.128817141
158808,1412531.6373381615
246494,3162355.866299808
152859,1756825.0567626953
137468,1508457.1519102454
779,2368173.6991971135
227828,994231.5552336574
150090,3570250.9431399703
151564,3179065.4794356227
20611,2391864.352087617
163393,1392450.8719283342
241606,811969.6826746464
86989,3207286.280198097
242121,2029674.443627417
205774,4180859.2833253145
84097,2340566.5002083182
175629,2232045.318248272
40460,615182.4960907102
274756,3096752.6215876937
274811,1232371.543776393
162191,1855627.9977567196
224715,1667875.8798431158
122997,3746560.4988660216
208674,2943125.648519814
21740,3181776.231952846
166156,1062456.0051846504
188792,5125492.682767928
59787,1200162.6404684782
42514,1879854.3709210157
283405,863509.2630035281
237682,2148567.9626029134
177704,1737945.504556477
264970,3047814.984295726
3666,4452514.886904001
212716,2745868.003299296
22663,3206811.263606131
97010,663474.5928744674
46699,3877280.2303342223
75486,1232659.1608746648
240480,2400452.582397759
41757,1041684.2094948888
116563,5280929.91027689
199309,2348776.9931719303
27294,2632624.798013091
150764,2956039.304098189
58842,3197160.168615818
254963,2279050.707506001
138875,4806305.163875282
135564,1875902.0173792243
259189,3472312.2086272836
143442,4120896.7069917917
100492,4410211.603806198
281512,2190327.1302321553
166593,2556663.434388101
245478,3058074.5964479446
63401,597209.0884849429
231975,3420599.932973802
220955,2227507.8392264247
135007,3775271.538206339
87164,2050291.4142144918
265339,2474137.149248302
59650,3939229.900932431
220331,1841207.0237327218
251845,2108609.8703638315
105093,1369762.6983488798
221071,3970170.1201776266
113514,3031589.246261418
237014,1745886.8520609736
94872,800024.4763771296
3788,2287261.766337216
206090,889601.045863688
296607,457157.81460624933
181389,3071192.4374231696
224212,1015020.1310260296
62572,1244941.4458748698
241066,3884858.207031846
125012,1395254.245235443
154949,2444456.6542596817
119359,5117804.572265506
243889,6907233.030912578
165653,4301154.912643313
170643,2908239.1006341577
256693,227752.06028103828
213936,4157690.02519083
103854,1882157.7162231803
26410,2581505.4509903193
135713,4072135.115225613
237983,521109.9097405672
57226,2042398.6024736762
261307,6275708.081359029
11518,1391856.283141017
82245,707091.5723438859
97242,2901749.7348050475
95102,4172060.215004921
109680,1733474.4355065227
232996,151929.43820655346
273024,787153.5405384302
238136,908642.4014235139
99548,5071447.898691356
287966,2246693.1083565354
295519,768591.8772326112
77681,1240349.2040339708
192745,1671079.6229358315
193297,2427172.7408676744
171591,717651.892907083
128093,1525112.6044000387
123822,2212343.7747208476
116056,2764164.894931674
158735,1600732.6087687612
75725,2626061.103763342
35177,665296.1280690432
290735,954103.6706973314
158962,1924782.8297076821
272301,3154126.6786629558
70376,1462339.4511802197
79302,2853668.134906292
157835,572602.1621685624
136728,1425778.3240915537
209187,4802291.156342745
281960,1760127.8391481042
222915,1653496.3520371318
187155,2335865.647048354
187479,2255990.7146873474
216938,2829455.829965532
273384,3294511.6153339744
130532,2294889.014350891
155648,2724033.9134899974
196616,4536988.834208488
109964,2097438.070845604
190366,1406786.531820774
13491,128774.01746559143
100735,517336.9588704109
292072,2599106.407082677
47433,1415525.435552299
127828,1572250.5681372285
221694,4346961.46702075
155725,2040808.29458946
4373,3188633.369125843
54111,1104778.1066257358
71701,4739878.951322436
257142,981833.4323259592
108379,828896.0211649537
160303,1836217.3109212518
31515,2000995.3692373037
254056,2904103.467281699
141457,1949874.0038667321
263902,655475.6543215513
13988,1002700.2793793082
156216,2035429.9228554964
121140,2875079.9333551526
141907,1373487.8760824203
125371,4061360.453068197
104548,1172693.7391298413
140031,2482931.575982392
127181,3354501.1613872647
7802,3190239.6089960933
70114,2607428.262871206
12415,1615749.7655516863
283202,379895.43150389194
286055,1853599.4316802025
267419,374691.7990292311
298848,2282902.349603355
170195,4055326.3990599513
188577,3298901.058246374
17850,1785779.8774858713
215861,1100407.4672997594
245728,1219061.7856433392
269728,1617018.5060110092
236155,1639984.3485586047
13194,767870.55115664
207014,3660747.593839884
119398,1693669.7591011524
238,4394098.675614655
211964,1569116.418511808
238585,701742.5910157561
171405,2117191.6031070948
677,1599145.031513989
61668,1475803.9293258786
46664,2707007.499496937
165986,2782691.178816259
34947,4204577.624836385
78352,2439144.0855206847
255858,591533.6705818772
58365,3969242.6041122675
257170,2646240.1961220503
59389,6051673.226607382
93235,6271806.712526381
190723,2699289.879499674
158828,953631.6992883086
18522,1825221.7252374887
4314,571162.0656769872
206623,2801701.101317644
216212,5473662.1280120015
291365,3983020.961952448
98168,2381759.454482019
78384,1314131.295675397
258133,1856266.022429347
75734,1383134.4041355848
242601,2271203.540438354
11369,1599146.158094287
36664,1013824.3536112309
154610,3947715.072853148
117751,2620700.4986326694
179237,2953278.053004682
77142,3933466.559619546
62179,828819.6066726446
219641,3470876.2355510592
8598,2885019.4590663314
279529,2266801.414680183
7354,287766.2156842947
291714,1085034.7975444198
233137,694913.7816577554
37060,4018494.2231537104
95134,3322697.763876438
298971,2943029.4805952907
87543,2395731.273899257
276904,2697050.3695068955
286437,3050188.3926428556
257908,2656850.625738859
165017,2431943.4622654915
277443,1394379.2046334147
211875,2371208.9015346766
5300,3006347.5606841445
148580,5656998.877502918
232132,2403818.869276881
113808,3817877.177279532
25705,762687.2068516612
206594,2548998.839221835
106498,3392949.862527609
25988,494223.5125505924
47180,3503217.7037989497
123988,2624652.935670972
96064,5697347.366193593
772,1269557.1241090298
287279,2048021.0401393771
26754,4725054.062034965
79399,1851148.0752781034
231304,2606349.7401637435
255882,2691612.801126957
175353,1682648.0229118466
221623,2287560.153919637
109793,4190144.4376550913
180758,-37823.03955322504
82851,2245793.8659452796
2563,1645021.109907329
49215,1454217.818907857
3762,3239078.602865219
191443,1639976.1872279048
286405,5022259.012832642
22398,2850709.320142567
7909,3298460.412221849
274226,2079289.8004298806
12751,547110.0833594203
160314,4122875.2318015695
281345,3480577.3687382936
92989,2668343.665060222
196259,5048393.11103946
24470,1720915.0149325132
128998,988613.5828189254
297617,4945233.994823515
244730,2998641.304996729
152818,2055513.242141962
194638,980971.3323250413
80301,1250224.9022981524
44203,4277378.18432951
90830,3325737.663670242
170329,4954774.61540848
8548,3710219.2855519652
125565,4854544.56388849
209998,2976100.600940585
187987,2178199.149793446
153041,2003760.5052127242
79217,4256384.971142471
239688,956537.5459384918
148689,3360706.034044206
289932,3824355.184456289
137678,2086574.9109742641
147485,2436486.2794054747
221591,900973.2733969092
106049,4601474.821976066
25496,5173044.678670704
90199,3478377.9969973564
265868,1044538.742002368
106533,518582.6741617322
268112,1152977.872497499
166469,4168867.0849494934
189475,3471317.435597062
